Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2004,2004,7021,Annual value,LCU,19000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2005,2005,7021,Annual value,LCU,19500,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2006,2006,7021,Annual value,LCU,22000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2007,2007,7021,Annual value,LCU,24000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2008,2008,7021,Annual value,LCU,28000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2009,2009,7021,Annual value,LCU,32000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2010,2010,7021,Annual value,LCU,38000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2020,2020,7021,Annual value,LCU,105323.2,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2021,2021,7021,Annual value,LCU,91628.9,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2022,2022,7021,Annual value,LCU,133956.4,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2022,2022,7005,May,LCU,117704.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2022,2022,7006,June,LCU,119452.1,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2022,2022,7007,July,LCU,137536.4,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2022,2022,7008,August,LCU,140857,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2022,2022,7009,September,LCU,178270.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2022,2022,7010,October,LCU,190829.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2023,2023,7021,Annual value,LCU,156433.4,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2023,2023,7005,May,LCU,178885.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2023,2023,7006,June,LCU,119753.7,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2023,2023,7007,July,LCU,163547.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01316,Mangoes,2023,2023,7008,August,LCU,163547.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,1991,1991,7021,Annual value,LCU,20330,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,1992,1992,7021,Annual value,LCU,17693,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,1993,1993,7021,Annual value,LCU,14865,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,1994,1994,7021,Annual value,LCU,16391,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,1995,1995,7021,Annual value,LCU,23514,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,1996,1996,7021,Annual value,LCU,25884,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,1997,1997,7021,Annual value,LCU,29077,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,1998,1998,7021,Annual value,LCU,30197,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,1999,1999,7021,Annual value,LCU,30829,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2000,2000,7021,Annual value,LCU,32675,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2002,2002,7021,Annual value,LCU,9400,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2003,2003,7021,Annual value,LCU,9650,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2004,2004,7021,Annual value,LCU,9800,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2005,2005,7021,Annual value,LCU,9900,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2006,2006,7021,Annual value,LCU,12220,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2007,2007,7021,Annual value,LCU,16520,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2008,2008,7021,Annual value,LCU,21110,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2009,2009,7021,Annual value,LCU,27500,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2010,2010,7021,Annual value,LCU,29209,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2023,2023,7021,Annual value,LCU,85010.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2023,2023,7001,January,LCU,79660,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2023,2023,7002,February,LCU,81196.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2023,2023,7003,March,LCU,79875.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2023,2023,7004,April,LCU,81537,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2023,2023,7005,May,LCU,93873.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2023,2023,7006,June,LCU,93176.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2023,2023,7007,July,LCU,93918,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2023,2023,7008,August,LCU,91850.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2023,2023,7009,September,LCU,92917.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2023,2023,7010,October,LCU,86363.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2023,2023,7011,November,LCU,76670.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),0118,Millet,2023,2023,7012,December,LCU,69089,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,1991,1991,7021,Annual value,LCU,2390,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,1992,1992,7021,Annual value,LCU,4532,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,1993,1993,7021,Annual value,LCU,4485,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,1994,1994,7021,Annual value,LCU,5125,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,1995,1995,7021,Annual value,LCU,4844,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,1996,1996,7021,Annual value,LCU,6225,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,1997,1997,7021,Annual value,LCU,7032,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,1998,1998,7021,Annual value,LCU,11326,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,1999,1999,7021,Annual value,LCU,4030,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2000,2000,7021,Annual value,LCU,7062,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2001,2001,7021,Annual value,LCU,6529,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2002,2002,7021,Annual value,LCU,5675,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2003,2003,7021,Annual value,LCU,7675,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2004,2004,7021,Annual value,LCU,8528,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2005,2005,7021,Annual value,LCU,9520,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2006,2006,7021,Annual value,LCU,9100,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2007,2007,7021,Annual value,LCU,9700,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2008,2008,7021,Annual value,LCU,9800,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2009,2009,7021,Annual value,LCU,15750,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2010,2010,7021,Annual value,LCU,19000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2023,2023,7021,Annual value,LCU,91371.4,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2023,2023,7001,January,LCU,199421,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2023,2023,7002,February,LCU,164809,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2023,2023,7003,March,LCU,110801.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2023,2023,7004,April,LCU,63551.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2023,2023,7005,May,LCU,43535.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2023,2023,7006,June,LCU,45971.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2023,2023,7007,July,LCU,45076.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2023,2023,7008,August,LCU,42172.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2023,2023,7009,September,LCU,60610,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2023,2023,7010,October,LCU,86182.2,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2023,2023,7011,November,LCU,98465,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01253.02,Onions,2023,2023,7012,December,LCU,135859.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01323,Oranges,1991,1991,7021,Annual value,LCU,2553,X,Figure from international organizations
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01323,Oranges,1992,1992,7021,Annual value,LCU,2681,X,Figure from international organizations
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01323,Oranges,1993,1993,7021,Annual value,LCU,3617,X,Figure from international organizations
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01323,Oranges,1994,1994,7021,Annual value,LCU,4681,X,Figure from international organizations
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01323,Oranges,1995,1995,7021,Annual value,LCU,4383,X,Figure from international organizations
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01323,Oranges,1996,1996,7021,Annual value,LCU,4468,X,Figure from international organizations
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01323,Oranges,1997,1997,7021,Annual value,LCU,5234,X,Figure from international organizations
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01323,Oranges,1998,1998,7021,Annual value,LCU,5745,X,Figure from international organizations
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01323,Oranges,1999,1999,7021,Annual value,LCU,3250,X,Figure from international organizations
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01323,Oranges,2000,2000,7021,Annual value,LCU,5787,X,Figure from international organizations
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01323,Oranges,2002,2002,7021,Annual value,LCU,11667,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01323,Oranges,2003,2003,7021,Annual value,LCU,13667,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01323,Oranges,2004,2004,7021,Annual value,LCU,13900,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01323,Oranges,2005,2005,7021,Annual value,LCU,13980,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01323,Oranges,2006,2006,7021,Annual value,LCU,15950,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01323,Oranges,2007,2007,7021,Annual value,LCU,15860,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01323,Oranges,2008,2008,7021,Annual value,LCU,16760,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01323,Oranges,2009,2009,7021,Annual value,LCU,19500,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01323,Oranges,2010,2010,7021,Annual value,LCU,21400,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01709.90,Pulses,1991,1991,7021,Annual value,LCU,13861,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01709.90,Pulses,1992,1992,7021,Annual value,LCU,14119,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01709.90,Pulses,1993,1993,7021,Annual value,LCU,10529,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01709.90,Pulses,1994,1994,7021,Annual value,LCU,20880,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01709.90,Pulses,1995,1995,7021,Annual value,LCU,27980,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01709.90,Pulses,1996,1996,7021,Annual value,LCU,25377,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01709.90,Pulses,1997,1997,7021,Annual value,LCU,20904,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01709.90,Pulses,1998,1998,7021,Annual value,LCU,23915,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01709.90,Pulses,1999,1999,7021,Annual value,LCU,33293,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01709.90,Pulses,2000,2000,7021,Annual value,LCU,41537,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01709.90,Pulses,2001,2001,7021,Annual value,LCU,34846,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01699,Aromatic crops,2020,2020,7021,Annual value,LCU,2657188.7,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01699,Aromatic crops,2021,2021,7021,Annual value,LCU,2407175.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01699,Aromatic crops,2022,2022,7021,Annual value,LCU,2382632.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01699,Aromatic crops,2022,2022,7001,January,LCU,2469888.7,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01699,Aromatic crops,2022,2022,7002,February,LCU,2459419.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01699,Aromatic crops,2022,2022,7003,March,LCU,2467534.7,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01699,Aromatic crops,2022,2022,7004,April,LCU,2482363.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01699,Aromatic crops,2022,2022,7005,May,LCU,2450427.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01699,Aromatic crops,2022,2022,7006,June,LCU,2420963.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01699,Aromatic crops,2022,2022,7007,July,LCU,2296786,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01699,Aromatic crops,2022,2022,7008,August,LCU,2352158.7,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01699,Aromatic crops,2022,2022,7009,September,LCU,2341983.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01699,Aromatic crops,2022,2022,7010,October,LCU,2274118,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01699,Aromatic crops,2022,2022,7011,November,LCU,2299422.7,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01699,Aromatic crops,2022,2022,7012,December,LCU,2276524.7,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2020,2020,7021,Annual value,LCU,91251.9,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2021,2021,7021,Annual value,LCU,113604.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2022,2022,7021,Annual value,LCU,127591.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2022,2022,7001,January,LCU,118825.2,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2022,2022,7002,February,LCU,104309.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2022,2022,7003,March,LCU,96076.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2022,2022,7004,April,LCU,98123.2,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2022,2022,7005,May,LCU,97622.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2022,2022,7006,June,LCU,97304,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2022,2022,7007,July,LCU,108951,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2022,2022,7008,August,LCU,118625.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2022,2022,7009,September,LCU,153799.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2022,2022,7010,October,LCU,180937.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2022,2022,7011,November,LCU,184700,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2022,2022,7012,December,LCU,171823.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2023,2023,7021,Annual value,LCU,160614.2,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2023,2023,7001,January,LCU,147528.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2023,2023,7002,February,LCU,147528.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2023,2023,7003,March,LCU,144851.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2023,2023,7004,April,LCU,156633,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2023,2023,7005,May,LCU,155811.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2023,2023,7006,June,LCU,177157,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2023,2023,7007,July,LCU,193579.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2023,2023,7008,August,LCU,176035.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2023,2023,7009,September,LCU,157799.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2023,2023,7010,October,LCU,170717.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2023,2023,7011,November,LCU,152223.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01317,Papayas,2023,2023,7012,December,LCU,147504.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,1991,1991,7021,Annual value,LCU,11675,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,1992,1992,7021,Annual value,LCU,12300,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,1993,1993,7021,Annual value,LCU,12875,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,1994,1994,7021,Annual value,LCU,9750,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,1995,1995,7021,Annual value,LCU,13375,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,1996,1996,7021,Annual value,LCU,13050,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,1997,1997,7021,Annual value,LCU,11450,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,1998,1998,7021,Annual value,LCU,13475,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,1999,1999,7021,Annual value,LCU,10975,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2000,2000,7021,Annual value,LCU,12350,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2002,2002,7021,Annual value,LCU,22000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2003,2003,7021,Annual value,LCU,22000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2004,2004,7021,Annual value,LCU,26000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2005,2005,7021,Annual value,LCU,35000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2006,2006,7021,Annual value,LCU,38000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2007,2007,7021,Annual value,LCU,32000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2008,2008,7021,Annual value,LCU,36000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2009,2009,7021,Annual value,LCU,39000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2010,2010,7021,Annual value,LCU,42000,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2020,2020,7021,Annual value,LCU,141043.8,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2021,2021,7021,Annual value,LCU,140563.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2022,2022,7021,Annual value,LCU,138287.2,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2022,2022,7007,July,LCU,137584.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2022,2022,7008,August,LCU,143798,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2022,2022,7009,September,LCU,181859,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2022,2022,7010,October,LCU,89907.2,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2023,2023,7021,Annual value,LCU,160882.4,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2023,2023,7007,July,LCU,157880.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2023,2023,7008,August,LCU,131816.5,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2023,2023,7009,September,LCU,176916.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01345,Peaches,2023,2023,7010,October,LCU,176916.3,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01342.01,Pears,1991,1991,7021,Annual value,LCU,4375,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01342.01,Pears,1992,1992,7021,Annual value,LCU,6150,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01342.01,Pears,1993,1993,7021,Annual value,LCU,5550,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01342.01,Pears,1994,1994,7021,Annual value,LCU,6250,A,Official figure
PP,Producer Prices,586,Pakistan,5530,Producer Price (LCU/tonne),01342.01,Pears,1995,1995,7021,Annual value,LCU,6800,A,Official figure
